368,17014,INDUSTRI KERTAS KHUSUS,"14,5",13,12
"",,"Kelompok ini mencakup usaha pembuatan kertas khusus, seperti cardiopan, kertas",,,
"",,"litmus/lakmus, metalic paper, acid proof paper, kertas pola, kertas tersalut, kertas",,,
"",,"celopan dan sejenisnya. Pengerjaan kertas yang melapisi dengan segala cara,",,,
"",,"seperti coating, glazing, gumming, dan laminating serta pembuatan kertas karbon",,,
"",,"dan stensil dimasukkan dalam kelompok 17099, jika dalam bentuk potongan siap",,,
"",,dijual ke konsumen. Pembuatan kertas fotografi dimasukkan dalam kelompok,,,
"",,20299. Pembuatan kertas penggosok/amplas (abrasive paper) dimasukkan dalam,,,
"",,kelompok 23990.,,,
369,17019,INDUSTRI KERTAS LAINNYA,"14,5",13,12
"",,"Kelompok ini mencakup usaha pembuatan kertas magnetik, kertas kerut (crep) dan",,,
"",,gumpalan selulosa dan webs serat selulosa.,,,
370,17021,INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG,"14,5",13,12
"",,"Kelompok ini mencakup usaha pembuatan kertas konstruksi (kertas isolasi,",,,
"",,"condensor, roofing board, building board dan lain-lain), kertas bungkus dan",,,
"",,"pengepakan (kraftliner, medium liner/corrugating medium, ribbed kraft",,,
"",,"paper/kertas payung, kraft paper), board (post card karthotek, kertas londen,",,,
"",,"triplex, multiplex, bristol, straw board, chip board, duplex).",,,
371,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,"14,5",13,12
"",,Kelompok ini mencakup usaha pembuatan segala macam kemasan dan kotak dari,,,
"",,"kertas/karton yang digunakan untuk pembungkus/pengepakan, termasuk juga",,,
"",,pembuatan kotak untuk rokok dan barang lainnya. Misalnya kemasan dan kotak,,,
"",,"dari kertas dan papan kertas bergelombang, kemasan dan kotak papan kertas yang",,,
"",,"dapat dilipat, kemasan dan kotak dari papan padat, kemasan dan kotak lain dari",,,
"",,"kertas dan papan kertas, sak dan kantong kertas dan kotak file kantor dan barang",,,
"",,sejenisnya.,,,
372,17091,INDUSTRI KERTAS TISSUE,"14,5",13,12
"",,"Kelompok ini mencakup usaha pembuatan kertas untuk kertas rumah tangga,",,,
"",,"kertas kebersihan pribadi dan barang kertas kapas selulosa, seperti tisu",,,
"",,"pembersih, facial tissue, toilet tissue, lens tissue, sapu tangan, handuk, serbet,",,,
"",,"kertas toilet, napkin dan napkin untuk bayi dan cangkir, piring dan baki dan usaha",,,
"",,"pembuatan kertas kapas dan barang dari kertas kapas, seperti handuk/lap,",,,
"",,tampon dan sebagainya dan kertas sigaret dan cork tipping paper.,,,
373,17099,INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YANG TIDAK,"14,5",13,12
"",,DAPAT DIKLASIFIKASIKAN DI TEMPAT LAIN,,,
"",,Kelompok ini mencakup usaha pembuatan barang dari kertas dan papan kertas,,,
"",,"atau karton yang belum tercakup dalam subgolongan lain, seperti industri kertas",,,
"",,"tulis dan kertas cetak siap pakai, industri kertas printout komputer siap pakai,",,,
"",,"industri kertas kopi siap pakai, industri kertas tempel atau berperekat siap pakai,",,,
"",,"industri buku register, buku akuntansi, binder, album dan alat-alat tulis baik yang",,,
"",,"bersifat komersil atau untuk pendidikan sejenisnya, industri kotak, kantong,",,,
"",,"dompet dan buku catatan yang mengandung susunan kertas, industri wallpaper",,,
"",,"(kertas dinding) dan jenis pelapis dinding lainnya, termasuk wallpaper berlapis",,,
"",,"vinyl dan tekstil, industri label, industri kertas filter dan papan kertas filter,",,,
"",,"industri gulungan kertas dan papan kertas, gelendong kertas dan papan kertas dan",,,
"",,"sebagainya, industri tempat telur dan barang lainnya yang dibuat dari cetakan",,,
"",,"bubur kertas dan sebagainya, dan industri kertas kreasi baru. Termasuk di sini",,,
"",,"pengerjaan kertas dan karton dengan segala cara, seperti coating, glazing,",,,
"",,"gumming, laminating, pembuatan kertas karbon dan kertas stensil sheet dalam",,,
"",,bentuk potongan siap dijual ke konsumen. Termasuk juga pembuatan alat tulis,,,
"",,"kantor (stationeries) yang tidak dicetak, seperti amplop, kertas surat, kertas",,,
"",,"pembersih, dinner ware dari kertas dan sejenisnya. Pembuatan alat tulis kantor",,,
"",,dan kartu yang dicetak dimasukkan dalam kelompok 58110.,,,
374,18111,INDUSTRI PENCETAKAN UMUM,23,23,23
"",,"Kelompok ini mencakup kegiatan industri percetakan surat kabar, majalah dan",,,
"",,"periodik lainnya seperti tabloid, surat kabar, majalah, jurnal, pamflet, buku dan",,,
"",,"brosur, naskah musik, peta, atlas, poster, katalog periklanan, prospektus dan iklan",,,
"",,"cetak lainnya, perangko pos, perangko perpajakan, dokumen, cek dan kertas",,,
"",,"rahasia lainnya, buku harian, kalender, formulir bisnis dan barang­barang cetakan",,,
"",,"komersial lainnya, kertas surat atau alat tulis pribadi dan barang-barang cetakan",,,
"",,"lainnya hasil mesin cetak, offset, klise foto, fleksografi dan sejenisnya, mesin",,,
"",,"pengganda, printer komputer, huruf timbul dan sebagainya termasuk alat cetak",,,
"",,"cepat; pencetakan langsung ke bahan tekstil, plastik, kaca, logam, kayu dan",,,
"",,"keramik, kecuali pencetakan tabir sutera pada kain dan pakaian jadi; dan",,,
"",,"pencetakan pada label atau tanda pengenal (litografi, pencetakan tulisan di makam,",,,
"",,pencetakan fleksografi dan sebagainya). Termasuk pula mencetak ulang melalui,,,
"",,"komputer, mesin stensil dan sejenisnya, misal kegiatan fotokopi atau thermocopy.",,,
"",,Barang cetakan ini biasanya merupakan hak cipta. Industri label kertas atau,,,
"",,karton termasuk kelompok 17099.,,,
375,18112,INDUSTRI PENCETAKAN KHUSUS,23,23,23
"",,"Kelompok ini mencakup industri pencetakan Perangko, Materai, Uang Kertas,",,,
"",,"Blangko Cek, Giro, Surat Andil, Obligasi Surat Saham, Surat Berharga Lainnya,",,,
"",,"Paspor, Tiket Pesawat Terbang dan cetakan khusus lainnya.",,,
376,18120,JASA PENUNJANG PENCETAKAN,"14,5",13,12
"",,"Kelompok ini mencakup usaha penjilidan lembar cetakan, misalnya menjadi buku,",,,
"",,"brosur, majalah, katalog dan sebagainya, dengan melipat, memasang, menjahit,",,,
"",,"merekatkan, menyatukan, penjilidan dengan perekat, perapihan dan gold",,,
"",,"stamping; produksi composed type, plates atau cylinders, penjilidan buku;",,,
"",,"komposisi, pemasangan huruf, pemasangan foto, input data mencakup scanning",,,
"",,"dan pengenalan karakter atau huruf optik, penyusunan elektronik; pembuatan",,,
"",,gambar mencakup pemasangan image atau gambar (untuk proses pencetakan,,,
"",,mesin cetak dan offset); pengukiran atau sketsa cylinders untuk gravure; proses,,,
"",,pembuatan gambar langsung di atas pelat (temasuk pelat fotopolimer); pembuatan,,,
"",,gambar untuk pencetakan dan pengecapan relief; pembuatan cetakan untuk,,,
"",,percobaan; pekerjaan artistik mencakup penyiapan batu litho dan woodblocks,,,
"",,"(produksi batu lithographic, untuk digunakan dalam kegiatan percetakan di unit",,,
"",,"lain); pembuatan barang reprografi; desain barang cetakan seperti sketsa, layout,",,,
"",,barang contoh dan sebagainya; dan kegiatan grafis lainnya seperti die-sinking dan,,,
"",,"die-stamping, penggandaan huruf braille, pemukulan dan pengeboran, penyulaman",,,
"",,"timbul, pemvernisan dan pelapisan, penyisipan dan pelipatan.",,,
377,18201,REPRODUKSI MEDIA REKAMAN SUARA DAN PIRANTI LUNAK,32,31,29
"",,Kelompok ini mencakup usaha reproduksi dari kopi master pelat atau piringan,,,
"",,"gramofon, compact disk atau CD dan pita yang berisikan musik atau rekaman",,,
"",,suara (audio) dan reproduksi dari kopi master perangkat lunak atau software dan,,,
"",,"data pada disk dan pita magnetik. Pembuatan piringan hitam kosong, pita kaset",,,
"",,"kosong, pita komputer dan disket kosong untuk merekam data dimasukkan dalam",,,
"",,"kelompok 26800. Industri rekaman suara di piringan hitam, pita kaset dan",,,
"",,sejenisnya dimasukkan dalam kelompok 59201.,,,
378,18202,REPRODUKSI MEDIA REKAMAN FILM DAN VIDEO,32,31,29
"",,"Kelompok ini mencakup usaha reproduksi dari kopi master rekaman, compak disk",,,
"",,atau CD dan tape yang berisikan gambar bergerak atau film dan rekaman video,,,
"",,lainnya. Penerbitan rekaman film dan video dimasukkan dalam kelompok 59111,,,
"",,dan 59112.,,,
379,19100,INDUSTRI PRODUK DARI BATU BARA,15,"13,5","12,5"
"",,"Kelompok ini mencakup usaha industri pengolahan gas, kokas dari batu bara,",,,
"",,termasuk juga destilasi batu bara yang bukan merupakan bagian pabrik gas atau,,,
"",,"besi dan baja, atau destilasi batu bara yang menjadi bagian pabrik besi dan baja",,,
"",,yang pembukuannya dapat dipisahkan. Termasuk pengoperasian tungku batu,,,
"",,"bara, produksi batu bara dan semi batu bara, produksi batu bara pitch, produksi",,,
"",,batu bara mentah dan ter lignit dan pengaglomerasian batu bara. Usaha destilasi,,,
"",,gas oleh pabrik gas yang penyalurannya melalui pipa saluran dimasukkan dalam,,,
"",,kelompok 35202. Usaha pembuatan gas dan kokas yang tergabung dalam kegiatan,,,
"",,pengolahan besi dan baja dimasukkan dalam kelompok 24101 sampai dengan,,,
"",,24103. Pembuatan briket dan pengepakan batu bara yang tergabung dengan,,,
"",,kegiatan pertambangan dimasukkan dalam kelompok 05101.,,,
380,19211,INDUSTRI PEMURNIAN DAN PENGILANGAN MINYAK BUMI,-,-,-
"",,"Kelompok ini mencakup usaha pemurnian dan pengilangan minyak bumi yangmenghasilkan gas atau LPG, Naphtha, Avigas, Avtur, Gasoline, Minyak Tanah atauKerosin, Minyak Solar, Minyak Diesel, Minyak Bakar atau Bensin, Residu,Solvent/Pelarut, Wax, Lubricant dan Aspal.",,,
381,19212,INDUSTRI PEMURNIAN DAN PENGOLAHAN GAS ALAM,-,-,-
"",,"Kelompok ini mencakup usaha pemurnian dan pengolahan gas alam menjadiLiquified Natural Gas (LNG) dan Liquified Petroleum Gas (LPG).",,,
382,19213,INDUSTRI PEMBUATAN MINYAK PELUMAS,-,-,-
"",,"Kelompok ini mencakup usaha pembuatan minyak pelumas, oli dan gemuk yang",,,
383,19214,INDUSTRI PENGOLAHAN KEMBALI MINYAK PELUMAS BEKAS,-,-,-
"",,"Kelompok ini mencakup usaha pengolahan kembali minyak pelumas bekas untukdapat digunakan sebagai minyak pelumas.",,,
384,19291,INDUSTRI PRODUK DARI HASIL KILANG MINYAK BUMI,-,-,-
"",,"Kelompok ini mencakup usaha industri pengolahan aspal/ter, bitumen dan lilin(dapat digunakan untuk lapisan jalan, atap, kayu, kertas dan sebagainya) sertaPetroleum Coke. Termasuk industri produk untuk industri petrokimia, industribermacam-macam produk, seperti white spirit, vaseline, lilin parafin, jeli minyakbumi (petroleum jelly), industri briket minyak bumi dan pencampuran biofuel,seperti pencampuran alkohol dengan minyak bumi (misalnya gasohol).",,,
385,19292,INDUSTRI BRIKET BATU BARA,15,"13,5","12,5"
"",,"Kelompok ini mencakup usaha pembuatan briket dari batu bara atau lignit, baik di",,,
"",,lokasi penambangan maupun di luar lokasi penambangan. Termasuk pula,,,
"",,pembuatan briket yang menggunakan batu bara,,,
"",,atau lignit yang dibeli dari pihak lain.,,,
386,20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,13,"12,5",11
"",,Kelompok ini mencakup usaha industri kimia dasar yang menghasilkan bahan,,,
"",,"kimia khlor dan alkali, seperti soda kostik, soda abu, natrium khlorida, kalium",,,
"",,hidroksida dan senyawa khlor lainnya. Termasuk juga usaha industri yang,,,
"",,"menghasilkan logam alkali, seperti lithium, natrium dan kalium, serta senyawa",,,
"",,alkali lainnya. Industri pembuatan garam dapur dimasukkan dalam kelompok,,,
"",,10774.,,,
387,20112,INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI,13,"12,5",11
"",,Kelompok ini mencakup usaha industri kimia dasar yang menghasilkan bahan,,,
"",,"kimia gas industri, seperti zat asam, zat lemas, zat asam arang, amoniak dan dry",,,
"",,"ice. Termasuk juga usaha industri kimia dasar yang menghasilkan gas mulia,",,,
"",,"seperti helium, neon, argon dan radon; serta jenis-jenis gas industri lainnya.",,,
388,20113,INDUSTRI KIMIA DASAR ANORGANIK PIGMEN,13,"12,5",11
"",,Kelompok ini mencakup usaha industri kimia dasar yang menghasilkan bahan,,,
"",,"anorganik pigment, seperti meni merah, chrome yellow, zinc yellow, barium",,,
"",,"sulphate, pigmen serbuk aluminium, oker dan pigment dengan dasar titanium.",,,
389,20114,INDUSTRI KIMIA DASAR ANORGANIK LAINNYA,13,"12,5",11
"",,Kelompok ini mencakup usaha industri kimia dasar anorganik yang belum,,,
"",,"tercakup dalam golongan industri kimia dasar anorganik di atas, seperti fosfor",,,
"",,"dengan turunannya, belerang dengan turunannya, nitrogen dengan turunannya.",,,
"",,Termasuk juga industri kimia dasar yang menghasilkan senyawa halogen dengan,,,
"",,"turunannya, logam kecuali logam alkali, senyawa oksida kecuali pigmen.",,,
390,20115,INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI HASIL PERTANIAN,13,"12,5",11
"",,Kelompok ini mencakup usaha industri kimia dasar organik yang menghasilkan,,,
"",,"bahan kimia dari hasil pertanian termasuk kayu dan getah (gum), seperti asam",,,
"",,"alufamat, asam asetat, asam citrat, asam benzoat, fatty acid, fatty alkohol, furfucal,",,,
"",,sarbilol dan bahan kimia organik lainnya dari hasil pertanian. Termasuk biofuel.,,,
391,20116,INDUSTRI KIMIA DASAR ORGANIK UNTUK BAHAN BAKU ZAT WARNA DAN,13,"12,5",11
"",,"PIGMEN, ZAT WARNA DAN PIGMEN",,,
"",,Kelompok ini mencakup usaha industri kimia dasar yang menghasilkan bahan,,,
"",,"kimia organik, zat warna dan pigment dengan hasil antara siklisnya, seperti hasil",,,
"",,"antara phenol dan turunannya, zat warna tekstil dan zat warna untuk makanan",,,
"",,dan obat-obatan.,,,
392,20117,"INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI MINYAK BUMI, GASALAM DAN BATU BARA",13,"12,5",11
"",,"Kelompok ini mencakup usaha industri kimia dasar organik yang menghasilkanbahan kimia, yang bahan bakunya berasal dari minyak bumi dan gas bumimaupun batu bara, seperti ethylene, propilene, benzena, toluena, caprolactamtermasuk pengolahan coaltar.",,,
393,20118,INDUSTRI KIMIA DASAR ORGANIK YANG MENGHASILKAN BAHAN KIMIA KHUSUS,13,"12,5",11
"",,"Kelompok ini mencakup usaha industri kimia dasar organik yang menghasilkanbahan kimia khusus, seperti bahan kimia khusus untuk minyak dan gas bumi,pengolahan air, karet, kertas, konstruksi, otomotif, bahan tambahan makanan(food additive), tekstil, kulit, elektronik, katalis, minyak rem (brake fluid), sertabahan kimia khusus lainnya.",,,
394,20119,INDUSTRI KIMIA DASAR ORGANIK LAINNYA,13,"12,5",11
"",,"Kelompok ini mencakup usaha industri Kimia Dasar Organik yang belum tercakupdalam golongan Industri Kimia Dasar Organik, seperti plasticizer, bahan untukbahan baku pestisida, zat aktif permukaan, bahan pengawet, termasuk pembuatanbiogas.",,,
395,20121,INDUSTRI PUPUK ALAM/NON SINTETIS HARA MAKRO PRIMER,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk hara makro primer jenis pupukalam seperti pupuk fosfat alam (pupuk alam anorganik).",,,
396,20122,INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk hara makro primer jenis pupukbuatan tunggal seperti urea, ZA, TSP, DSP dan Kalsium Sulfat. Termasuk jugapembuatan gas CO2, asam sulfat, amoniak, asam fosfat, asam nitrat dan lain-lainyang berkaitan dengan pembuatan pupuk dan tidak dapat dilaporkan secaraterpisah.",,,
397,20123,INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang mengandung minimal 2unsur hara makro primer melalui proses reaksi kimia seperti Mono AmoniumFosfat (pupuk buatan majemuk nitrogen fosfat), Kalium Amonium Khlorida (pupukbuatan majemuk nitrogen kalium), Kalium Metafosfat (pupuk buatan majemukfosfat kalium) dan Amonium Kalium Fosfat (pupuk buatan majemuk nitrogen fosfatkalium). Total kandungan unsur hara makro primer minimal 10 persen sampaidengan 30 persen.",,,
398,20124,INDUSTRI PUPUK BUATAN CAMPURAN HARA MAKRO PRIMER,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang mengandung minimal 2unsur hara makro primer melalui pencampuran pupuk secara fisik tanpa merubahsifat kimia dan sifat pupuk aslinya. Total kandungan unsur hara makro primer",,,
399,20125,INDUSTRI PUPUK HARA MAKRO SEKUNDER,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang mengandung unsur haramakro sekunder jenis Ca, Mg, dan S seperti Kiserit (Mg, S), Oksida Magnio (Mg).",,,
400,20126,INDUSTRI PUPUK HARA MIKRO,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang mengandung unsur haramikro seperti Seng, Besi, Tembaga, Mangan, Boron dan Molybdenum.",,,
401,20127,INDUSTRI PUPUK PELENGKAP,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang mengandung mikroorganisme atau formula pupuk yang berasal dari hasil samping industri yangmempunyai kandungan hara mikro sebagai komponen utama serta mengandungtotal unsur hara makro primer dalam jumlah rendah sampai sedang (kurang dari",,,
402,20129,INDUSTRI PUPUK LAINNYA,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan pupuk yang belum termasuk dalamkelompok manapun.",,,
403,20131,INDUSTRI DAMAR BUATAN (RESIN SINTETIS) DAN BAHAN BAKU PLASTIK,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan damar buatan dan bahan plastik,seperti alkid, poliester, aminos, poliamid, epoksid, silikon, poliuretan, polietilen,polipropilen, polistiren, polivinil klorid, selulosa asetat dan selulosa nitrat.Pengolahan lanjutan dari damar buatan dan bahan plastik yang dibeli untukmenghasilkan barang dari bahan baku tersebut, seperti barang plastik, film danlembaran film yang belum peka terhadap sinar dimasukkan dalam kelompok26800.",,,
404,20132,INDUSTRI KARET BUATAN,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan karet buatan, seperti styrene butadienerubber (SBR), polychloroprene (neoprene), acrylonitrile butadine rubber (nitrilerubber), silicone rubber (polysiloxane) dan isoprene rubber.",,,
405,20211,INDUSTRI BAHAN BAKU PEMBERANTAS HAMA (BAHAN AKTIF),13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan bahan baku untuk pestisida, sepertibuthyl phenyl methyl carbamat (BPMC), methyl isopropyl carbamat (MIPC),diazinon, carbofuran, glyphosate, monocrotophos, arsentrioxyde dan coppersulphate.",,,
406,20212,INDUSTRI PEMBERANTAS HAMA (FORMULASI),13,"12,5",11
"",,"Kelompok ini mencakup usaha pengolahan bahan aktif menjadi pemberantas hama(pestisida) dalam bentuk siap dipakai seperti insektisida, fungisida, rodentisida,herbisida, nematisida, molusida dan akarisida.",,,
407,20213,INDUSTRI ZAT PENGATUR TUMBUH,13,"12,5",11
"",,"Kelompok ini mencakup usaha pengolahan bahan kimia menjadi zat pengaturtumbuh, seperti atonik, ethrel, cepha, dekamon, mixtalol, hidrasil dan sitozim.",,,
408,20214,INDUSTRI BAHAN AMELIORAN (PEMBENAH TANAH),13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan bahan amelioran (pembenah tanah)seperti kapur pertanian, kapur fosfat, dolomit, zeolit dan bahan amelioran yangmengandung bahan organik.",,,
409,20221,INDUSTRI CAT DAN TINTA CETAK,14,14,14
"",,"Kelompok ini mencakup usaha pembuatan macam-macam cat, seperti cat dasar,cat logam, cat kayu, cat tembok, cat kapal, cat epoksi dan email dan lacquer.Termasuk Industri pigmen dan bahan celup olahan, pewarna dan opacifier(pembuat tidak jelas), industri email pengkilap dan pelapis dan preparat sejenisnya,tinta cetak dan cat untuk melukis.",,,
410,20222,INDUSTRI PERNIS (TERMASUK MASTIK),13,"12,5",11
"",,komposit organik dan tiner dan penghapus cat atau pernis. Termasuk Mastik.,,,
411,20223,INDUSTRI LAK,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan lak. Termasuk industri dempul danplamur atau senyawa dempul dan dempul non refraktori atau bahan penutuppermukaan sejenis.",,,
412,20231,INDUSTRI SABUN DAN BAHAN PEMBERSIH KEPERLUAN RUMAH TANGGA,17,16,15
"",,"Kelompok ini mencakup usaha pembuatan sabun dalam berbagai bentuk, baikpadat, bubuk, cream atau cair, industri pembuatan deterjen dan bahan pembersihrumah tangga lainnya, seperti pembersih lantai organik; kertas, gumpalan kapas,laken dan sebagainya yang dilapisi dengan sabun atau deterjen seperti tisue basah;gliserol mentah; pembersih permukaan, seperti bubuk pencuci baik padat maupuncair dan deterjen, preparat pencuci piring dan pelembut bahan pakaian; produkpembersih dan pengkilap, seperti pengharum dan deodorant ruangan, lilin buatandan lilin olahan (wax), pengilap dan krim untuk kulit (barang dari kulit), pengilapdan krim untuk kayu, pengilap kaca dan logam, pasta dan bubuk gosok, termasukkertas, gumpalan dan lain-lain yang dilapisi dengan pasta dan bubuk penggosok.",,,
413,20232,"INDUSTRI BAHAN KOSMETIK DAN KOSMETIK, TERMASUK PASTA GIGI",17,16,15
"",,"Kelompok ini mencakup usaha pembuatan bahan kosmetik dan kosmetik, sepertitata rias muka, preparat wangi-wangian atau parfum, preparat rambut sepertishampo, obat pengombak dan pelurus rambut, preparat kuku atau menikur danpedikur, preparat perawat kulit seperti krim atau lotion pencegah terbakar sinarmatahari dan krim atau lotion agar kulit terlihat cokelat setelah berjemur, preparatuntuk kebersihan badan seperti deodorant, garam mandi dan obat untukmenghilangkan rambut, preparat cukur dan kosmetik tradisional.",,,
414,20291,INDUSTRI PEREKAT/ LEM,13,"12,5",11
"",,"atau alat rumah tangga yang berasal dari tanaman, hewan atau plastik, sepertistarch, perekat dari tulang, cellulose ester dan ether, phenol formaldehyde, ureaformaldehyde, melamine formaldehyde dan perekat epoksi.",,,
415,20292,INDUSTRI BAHAN PELEDAK,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan barang peledak, seperti mesiu, dinamit,detonator, kembang api, petasan, mercuri fulminat dan bahan pendorong roket.",,,
416,20293,INDUSTRI TINTA,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan macam-macam tinta, seperti tinta tulisdan tinta khusus.",,,
417,20294,INDUSTRI MINYAK ATSIRI,13,"12,5",11
"",,"Kelompok ini mencakup usaha pembuatan minyak atsiri, seperti minyak jahe,minyak keningar, minyak ketumbar, minyak cengkeh, minyak kapol, minyak pala,minyak melati, minyak kenanga, minyak mawar, minyak akar wangi, minyak sereh,minyak nilam, minyak cendana, minyak kayu putih, minyak permen, minyakrempah-rempah, minyak jarak dan minyak dari rumput­rumputan/semak, daundan kayu yang belum termasuk kelompok manapun.",,,
418,20295,INDUSTRI KOREK API,13,"12,5",11
"",,Kelompok ini mencakup usaha pembuatan korek api dalam bentuk batangan,,,
"",,(matches). Pembuatan batu korek api (flint) dimasukkan dalam kelompok 32909.,,,
419,20299,INDUSTRI BARANG KIMIA LAINNYA YANG TIDAK DAPAT DIKLASIFIKASIKAN DI,13,"12,5",11
"",,TEMPAT LAIN,,,
"",,Kelompok ini mencakup usaha pembuatan bermacam-macam bahan-bahan dan,,,
"",,barang-barang kimia yang belum diklasifikasikan dalam kelompok manapun,,,
"",,"seperti gelatin, bahan isolasi panas selain plastik dan karet, bahan semir/polish.",,,
"",,Termasuk juga pembuatan film yang peka terhadap cahaya dan kertas fotografi.,,,
420,20301,INDUSTRI SERAT/BENANG/STRIP FILAMEN BUATAN,"13,5",13,"12,5"
"",,"Kelompok ini mencakup usaha pembuatan serat (tow), benang (yarn) atau strip",,,
"",,"filamen buatan, seperti poliamid, polipropilen, akrilik, selulosa asetat dan",,,
"",,sebagainya untuk diolah lebih lanjut dalam industri tekstil.,,,
421,20302,INDUSTRI SERAT STAPEL BUATAN,"13,5",13,"12,5"
"",,"Kelompok ini mencakup usaha pembuatan serat stapel buatan, seperti poliamid,",,,
"",,"poliester, rayon viscose, akri lik, selulosa asetat dan sebagainya (kecuali serat gelas",,,
"",,dan serat optik) untuk diolah lebih lanjut dalam industri tekstil. Serat stapel adalah,,,
"",,serat buatan yang putus-putus.,,,
422,21011,INDUSTRI BAHAN FARMASI,20,19,18
"",,"Kelompok ini mencakup usaha pembuatan dan pengolahan bahan obat, bahan",,,
"",,"pembantu dan bahan pengemas, yang berasal dari bahan kimia, bahan alam,",,,
"",,"hewan dan tumbuh-tumbuhan termasuk yang berasal dari hasil biologis, seperti",,,
"",,"bahan obat-obatan, seperti antisera dan fraksi darah lainnya, vaksin dan preparat",,,
"",,homeopatik. Termasuk industri substansi aktif obat untuk bahan farmakologi,,,
"",,"dalam industri obat-obatan, seperti antibiotik, vitamin, salisilik dan asam o-",,,
"",,"asetilsalsilik dan lain-lain, pengolahan darah, industri gula murni kimia dan",,,
"",,pengolahan kelenjar dan industri ekstraksi kelenjar dan lain-lain.,,,
423,21012,INDUSTRI PRODUK FARMASI,20,19,18
"",,Kelompok ini mencakup usaha pembuatan dan pengolahan obat­obatan yang,,,
"",,"berbentuk jadi (sediaan), misalnya dalam bentuk tablet, kapsul, salep, bubuk,",,,
"",,"larutan, larutan parenteral dan suspensi, sabun antiseptic serta benang bedah.",,,
"",,Termasuk industri produk kontrasepsi untuk penggunaan eksternal dan obat,,,
"",,"kontrasepsi hormonal, industri alat-alat diagnosa medis, termasuk uji kehamilan,",,,
"",,"industri substansi diagnosa in-vivo radioaktif, industri farmasi bioteknologi dan",,,
"",,"industri pembalut medis, perban dan sejenisnya dan kapas kosmetik.",,,
424,21021,INDUSTRI SIMPLISIA (BAHAN OBAT TRADISIONAL),20,19,18
"",,Kelompok ini mencakup usaha pengolahan macam-macam simplisia (bahan obat,,,
"",,"tradisional atau jamu) yang berasal dari tumbuh-tumbuhan, hewan atau mineral.",,,
425,21022,INDUSTRI PRODUK OBAT TRADISIONAL,20,19,18
"",,Kelompok ini mencakup usaha pengolahan macam-macam produk obat tradisional,,,
"",,"atau jamu yang bahannya berasal dari tumbuh­tumbuhan, hewan atau mineral",,,
"",,"misalnya yang berbentuk pil, kapsul, bubuk dan bentuk cair.",,,
426,22111,INDUSTRI BAN LUAR DAN BAN DALAM,"17,5","16,5",16
"",,Kelompok ini mencakup usaha pembuatan ban luar dan ban dalam dengan bahan,,,
"",,utamanya dari karet alam ataupun karet buatan untuk semua jenis kendaraan,,,
"",,"bermotor, sepeda, kendaraan angkutan lainnya dan peralatan yang memakai ban.",,,
427,22112,INDUSTRI VULKANISIR BAN,"17,5","16,5",16
"",,Kelompok ini mencakup usaha perbaikan ban yang telah terpakai (ban bekas),,,
"",,"menjadi seperti ban baru, sehingga dapat digunakan lagi untuk kendaraan",,,
"",,"bermotor, sepeda, kendaraan angkutan lainnya dan peralatan yang memakai ban.",,,
428,22121,INDUSTRI PENGASAPAN KARET,"17,5","16,5",16
"",,Kelompok ini mencakup usaha pengasapan karet yang dilakukan dengan tujuan,,,
"",,"mengawetkan karet, seperti Ribbed Smoked Sheet (RSS) dan brown crepe dari",,,
"",,pengasapan.,,,
429,22122,INDUSTRI REMILLING KARET,"17,5","16,5",16
"",,Kelompok ini mencakup usaha pengolahan karet dengan cara digiling sehingga,,,
"",,"menghasilkan karet dalam bentuk lembaran, seperti sheet (lembaran karet halus)",,,
"",,dan crepe (lembaran karet yang berkeriput).,,,
430,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),"17,5","16,5",16
"",,"Kelompok ini mencakup usaha pengolahan karet yang menghasilkan karet remah,",,,
"",,termasuk karet spon (busa).,,,
